level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	11	1	1	8	696	1203	28	16	46	"To
5	1	11	1	1	9	734	1207	21	12	92	ne
5	1	11	1	1	10	764	1202	62	17	91	mislim
5	1	11	1	1	11	835	1207	45	12	96	samo
5	1	11	1	1	12	891	1202	24	22	93	ja.
5	1	11	1	1	13	928	1202	81	17	92	Nedavno
4	1	11	1	2	0	181	1227	828	23	-1	
5	1	11	1	2	1	181	1233	36	12	92	sam
5	1	11	1	2	2	227	1233	106	17	92	razgovarao
5	1	11	1	2	3	342	1233	6	12	90	s
5	1	11	1	2	4	356	1228	68	22	90	jednim
5	1	11	1	2	5	433	1227	54	18	83	vasim
5	1	11	1	2	6	497	1228	110	22	91	prijateljem
5	1	11	1	2	7	617	1228	32	22	96	koji
5	1	11	1	2	8	659	1228	19	22	93	je
5	1	11	1	2	9	687	1228	55	17	92	zaista
5	1	11	1	2	10	752	1227	95	23	65	struénjak.
5	1	11	1	2	11	859	1229	21	16	91	Za
5	1	11	1	2	12	889	1228	83	17	91	trenutak
5	1	11	1	2	13	982	1233	27	12	96	mu
4	1	11	1	3	0	181	1254	249	22	-1	
5	1	11	1	3	1	181	1259	18	12	96	se
5	1	11	1	3	2	209	1259	21	12	92	ne
5	1	11	1	3	3	240	1259	50	17	92	mogu
5	1	11	1	3	4	299	1254	47	17	90	setiti
5	1	11	1	3	5	357	1254	73	17	90	imena."
2	1	12	0	0	0	181	1288	829	176	-1	
3	1	12	1	0	0	181	1288	829	176	-1	
4	1	12	1	1	0	252	1288	758	23	-1	
5	1	12	1	1	1	252	1289	106	17	93	Vinstonovo
5	1	12	1	1	2	369	1294	38	12	93	srce
5	1	12	1	1	3	418	1294	18	12	93	se
5	1	12	1	1	4	447	1290	43	21	93	opet
5	1	12	1	1	5	501	1289	52	17	91	bolno
5	1	12	1	1	6	564	1290	85	21	93	protrese.
5	1	12	1	1	7	662	1289	28	22	93	Taj
5	1	12	1	1	8	704	1294	10	12	89	o
5	1	12	1	1	9	725	1289	50	17	93	kome
5	1	12	1	1	10	785	1289	19	22	96	je
5	1	12	1	1	11	815	1289	34	17	95	bila
5	1	12	1	1	12	861	1288	29	18	62	rec
5	1	12	1	1	13	901	1289	36	22	93	nije
5	1	12	1	1	14	948	1294	62	17	91	mogao
4	1	12	1	2	0	181	1314	826	22	-1	
5	1	12	1	2	1	181	1314	30	17	93	biti
5	1	12	1	2	2	227	1314	39	17	93	niko
5	1	12	1	2	3	281	1314	46	22	92	drugi
5	1	12	1	2	4	343	1314	22	17	92	do
5	1	12	1	2	5	380	1314	52	22	92	Sajm.
5	1	12	1	2	6	448	1314	23	17	93	Ali
5	1	12	1	2	7	487	1314	46	22	92	Sajm
5	1	12	1	2	8	547	1314	19	22	96	je
5	1	12	1	2	9	582	1314	27	17	96	bio
5	1	12	1	2	10	625	1319	21	12	96	ne
5	1	12	1	2	11	660	1319	48	12	92	samo
5	1	12	1	2	12	724	1315	60	19	91	mrtav,
5	1	12	1	2	13	802	1319	45	17	93	nego
5	1	12	1	2	14	862	1314	64	20	92	ukinut,
5	1	12	1	2	15	944	1314	63	17	92	nelice.
4	1	12	1	3	0	181	1339	828	23	-1	
5	1	12	1	3	1	181	1340	90	17	92	Pomenuti
5	1	12	1	3	2	283	1345	20	17	96	ga
5	1	12	1	3	3	315	1340	34	17	96	bilo
5	1	12	1	3	4	360	1340	14	17	92	bi
5	1	12	1	3	5	387	1341	66	16	92	smrtno
5	1	12	1	3	6	464	1345	71	17	92	opasno.
5	1	12	1	3	7	549	1340	114	22	90	O'Brajenova
5	1	12	1	3	8	675	1340	90	22	92	primedba
5	1	12	1	3	9	775	1340	19	22	93	je
5	1	12	1	3	10	805	1339	93	23	51	ocigledno
5	1	12	1	3	11	908	1340	70	17	92	trebalo
5	1	12	1	3	12	988	1340	21	17	96	da
4	1	12	1	4	0	181	1364	826	23	-1	
5	1	12	1	4	1	181	1364	65	23	89	posluzi
5	1	12	1	4	2	260	1365	32	17	96	kao
5	1	12	1	4	3	305	1365	60	22	96	signal,
5	1	12	1	4	4	381	1365	32	17	93	kao
5	1	12	1	4	5	425	1364	47	18	68	Sifra.
5	1	12	1	4	6	488	1364	111	23	32	Ucestvujuci
5	1	12	1	4	7	613	1365	76	22	92	zajedno
5	1	12	1	4	8	701	1370	8	12	92	s
5	1	12	1	4	9	722	1365	42	22	91	njim
5	1	12	1	4	10	777	1370	9	12	92	u
5	1	12	1	4	11	800	1365	63	17	91	malom
5	1	12	1	4	12	876	1364	39	18	52	Cinu
5	1	12	1	4	13	928	1365	79	20	90	zlomisli,
4	1	12	1	5	0	181	1390	827	23	-1	
5	1	12	1	5	1	181	1391	80	22	88	O'Brajen
5	1	12	1	5	2	271	1391	19	22	96	je
5	1	12	1	5	3	301	1391	22	17	93	od
5	1	12	1	5	4	333	1391	83	17	93	Vinstona
5	1	12	1	5	5	428	1390	68	18	64	nacinio
5	1	12	1	5	6	507	1390	109	18	82	saucesnika.
5	1	12	1	5	7	629	1391	30	17	92	Oni
5	1	12	1	5	8	671	1390	92	23	89	produzise
5	1	12	1	5	9	775	1391	81	17	92	korakom
5	1	12	1	5	10	868	1391	26	17	93	niz
5	1	12	1	5	11	906	1391	67	20	89	hodnik,
5	1	12	1	5	12	987	1391	21	17	96	ali
4	1	12	1	6	0	181	1416	829	23	-1	
5	1	12	1	6	1	181	1417	80	22	68	O'Brajen
5	1	12	1	6	2	279	1422	19	12	92	se
5	1	12	1	6	3	316	1417	95	22	92	najednom
5	1	12	1	6	4	428	1417	84	17	91	zaustavi.
5	1	12	1	6	5	532	1418	72	16	92	Gestom
5	1	12	1	6	6	622	1417	33	22	95	koji
5	1	12	1	6	7	673	1417	19	22	93	je
5	1	12	1	6	8	710	1417	44	17	92	uvek
5	1	12	1	6	9	770	1416	133	18	81	obezoruzavao
5	1	12	1	6	10	922	1417	2	17	92	i
5	1	12	1	6	11	942	1417	68	17	91	odavao
4	1	12	1	7	0	181	1441	553	23	-1	
5	1	12	1	7	1	181	1442	126	22	92	prijateljstvo,
5	1	12	1	7	2	318	1447	22	12	93	on
5	1	12	1	7	3	349	1442	69	22	93	popravi
5	1	12	1	7	4	429	1441	69	18	35	naogari
5	1	12	1	7	5	509	1447	20	12	92	na
5	1	12	1	7	6	539	1447	47	12	92	nosu.
5	1	12	1	7	7	597	1442	55	17	91	Zatim
5	1	12	1	7	8	661	1442	73	17	91	nastavi:
2	1	13	0	0	0	562	1589	66	18	-1	
3	1	13	1	0	0	562	1589	66	18	-1	
4	1	13	1	1	0	562	1589	66	18	-1	
5	1	13	1	1	1	562	1589	66	18	82	76/151
